"Room type,""Parametr"",""Link"",""per  pice = 0/by metrs = 1"",""Price"""
"Hallway,""Wall lights"",""https://leroymerlin.ru/product/bra-eurosvet-sandra-60005-1-18818311/"",""0"",""3320"""
"Hallway,""Wall lights"",""https://leroymerlin.ru/product/nastennyy-svetilnik-svetodiodnyy-inspire-leria-teplyy-belyy-svet-cvet-chernyy-85249846/"",""0"",""2620"""
"Hallway,""Wall lights"",""https://leroymerlin.ru/product/svetilnik-nastennyy-bra-svetodiodnyy-inspire-oneux-800-lm-neytralnyy-belyy-svet-cvet-chernyy-84840914/"",""0"",""2620"""
"Hallway,""Wall lights"",""https://leroymerlin.ru/product/nastennyy-svetilnik-bagulnik-ks30073-1w-82603283/"",""0"",""550"""
"Storage Room,""Walls"",""https://leroymerlin.ru/product/oboi-flizelinovye-ateliero-standart-bezhevye-106-m-at283502-85633654/"",""1"",""1258"""
"Storage Room,""Walls"",""https://leroymerlin.ru/product/oboi-flizelinovye-monte-solaro-paint-serye-106-m-ms9164-24-86549305/"",""1"",""1807"""
"Storage Room,""Walls"",""https://leroymerlin.ru/product/fotooboi-flizelinovye-bartonwall-400x270-sm-cvety-oduvanchiki-f00904-c-90730015/"",""1"",""5980"""
"Storage Room,""Walls"",""https://leroymerlin.ru/product/oboi-bumazhnye-korichnevye-053-m-17983841/"",""1"",""146"""
"Storage Room,""Walls"",""https://leroymerlin.ru/product/fotooboi-flizelinovye-bartonwall-300x270-sm-soty-pod-derevo-m00903-90727517/"",""1"",""4485"""
"Storage Room,""Ceiling"",""https://leroymerlin.ru/product/potolochnaya-panel-centurion-500x500x03mm-len-91173478/"",""1"",""20"""
"Storage Room,""Ceiling"",""https://leroymerlin.ru/product/plitka-potolochnaya-besshovnaya-polistirol-belaya-format-geysha-50-x-50-sm-2-m-17095528/"",""1"",""174.8"""
"Storage Room,""Ceiling"",""https://leroymerlin.ru/product/plitka-potolochnaya-ekstruzionnaya-polistirol-belaya-format-0102-50-x-50-sm-2-m-88404840/"",""1"",""120"""
"Storage Room,""Ceiling"",""https://leroymerlin.ru/product/dekorativnaya-plita-dlya-potolka-postavshchikoff-p-15-90737438/"",""1"",""99"""
"Storage Room,""Ceiling"",""https://leroymerlin.ru/product/dekorativnaya-plita-dlya-potolka-postavshchikoff-p-28-90737448/"",""1"",""109.9"""
"Storage Room,""Floor"",""https://leroymerlin.ru/product/pvh-plitka-jazz-oscar-41-klass-21-mm-25-m-81947679/"",""1"",""346.6"""
"Storage Room,""Floor"",""https://leroymerlin.ru/product/spc-plitka-acefloor-oreh-seryy-43-klass-tolshchina-6-mm-211-m-90603325/"",""1"",""1180"""
"Storage Room,""Floor"",""https://leroymerlin.ru/product/massivnaya-doska-perla-15-mm-listvennica-rustik-uf-lak-2184-m-90345668/"",""1"",""4198.3"""
"Storage Room,""Floor"",""https://leroymerlin.ru/product/massivnaya-doska-dominika-15-mm-listvennica-rustik-uf-lak-197-m-90323349/"",""1"",""4189.9"""
"Storage Room,""Floor"",""https://leroymerlin.ru/product/spc-laminat-s-naturalnym-shponom-dub-madrid-home-expert-tolshchina-5-mm-s-faskoy-2-89348446/"",""1"",""1685.4"""
"Storage Room,""Lights"",""https://leroymerlin.ru/product/svetilnik-nastennyy-bra-layma-467021902-2-lampy-60-vt-g9-220-88673948/"",""0"",""5828"""
"Storage Room,""Lights"",""https://leroymerlin.ru/product/bra-eurosvet-sandra-60005-1-18818311/"",""0"",""3320"""
"Storage Room,""Lights"",""https://leroymerlin.ru/product/nastennyy-svetilnik-svetodiodnyy-inspire-leria-teplyy-belyy-svet-cvet-chernyy-85249846/"",""0"",""2620"""
"Storage Room,""Lights"",""https://leroymerlin.ru/product/svetilnik-nastennyy-bra-svetodiodnyy-inspire-oneux-800-lm-neytralnyy-belyy-svet-cvet-chernyy-84840914/"",""0"",""2620"""
"Storage Room,""Lights"",""https://leroymerlin.ru/product/nastennyy-svetilnik-bagulnik-ks30073-1w-82603283/"",""0"",""550"""
"Balcony,""Walls"",""https://leroymerlin.ru/product/oboi-flizelinovye-ateliero-standart-bezhevye-106-m-at283502-85633654/"",""1"",""1258"""
"Balcony,""Walls"",""https://leroymerlin.ru/product/oboi-flizelinovye-monte-solaro-paint-serye-106-m-ms9164-24-86549305/"",""1"",""1807"""
"Balcony,""Walls"",""https://leroymerlin.ru/product/fotooboi-flizelinovye-bartonwall-400x270-sm-cvety-oduvanchiki-f00904-c-90730015/"",""1"",""5980"""
"Balcony,""Walls"",""https://leroymerlin.ru/product/oboi-bumazhnye-korichnevye-053-m-17983841/"",""1"",""146"""
"Balcony,""Walls"",""https://leroymerlin.ru/product/fotooboi-flizelinovye-bartonwall-300x270-sm-soty-pod-derevo-m00903-90727517/"",""1"",""4485"""
"Balcony,""Ceiling"",""https://leroymerlin.ru/product/potolochnaya-panel-centurion-500x500x03mm-len-91173478/"",""1"",""20"""
"Balcony,""Ceiling"",""https://leroymerlin.ru/product/plitka-potolochnaya-besshovnaya-polistirol-belaya-format-geysha-50-x-50-sm-2-m-17095528/"",""1"",""174.8"""
"Balcony,""Ceiling"",""https://leroymerlin.ru/product/plitka-potolochnaya-ekstruzionnaya-polistirol-belaya-format-0102-50-x-50-sm-2-m-88404840/"",""1"",""120"""
"Balcony,""Ceiling"",""https://leroymerlin.ru/product/dekorativnaya-plita-dlya-potolka-postavshchikoff-p-15-90737438/"",""1"",""99"""
"Balcony,""Ceiling"",""https://leroymerlin.ru/product/dekorativnaya-plita-dlya-potolka-postavshchikoff-p-28-90737448/"",""1"",""109.9"""
"Balcony,""Floor"",""https://leroymerlin.ru/product/pvh-plitka-jazz-oscar-41-klass-21-mm-25-m-81947679/"",""1"",""346.6"""
"Balcony,""Floor"",""https://leroymerlin.ru/product/spc-plitka-acefloor-oreh-seryy-43-klass-tolshchina-6-mm-211-m-90603325/"",""1"",""1180"""
"Balcony,""Floor"",""https://leroymerlin.ru/product/massivnaya-doska-perla-15-mm-listvennica-rustik-uf-lak-2184-m-90345668/"",""1"",""4198.3"""
"Balcony,""Floor"",""https://leroymerlin.ru/product/massivnaya-doska-dominika-15-mm-listvennica-rustik-uf-lak-197-m-90323349/"",""1"",""4189.9"""
"Balcony,""Floor"",""https://leroymerlin.ru/product/spc-laminat-s-naturalnym-shponom-dub-madrid-home-expert-tolshchina-5-mm-s-faskoy-2-89348446/"",""1"",""1685.4"""
"Balcony,""Lights"",""https://leroymerlin.ru/product/svetilnik-nastennyy-bra-layma-467021902-2-lampy-60-vt-g9-220-88673948/"",""0"",""5828"""
"Balcony,""Lights"",""https://leroymerlin.ru/product/bra-eurosvet-sandra-60005-1-18818311/"",""0"",""3320"""
"Balcony,""Lights"",""https://leroymerlin.ru/product/nastennyy-svetilnik-svetodiodnyy-inspire-leria-teplyy-belyy-svet-cvet-chernyy-85249846/"",""0"",""2620"""
"Balcony,""Lights"",""https://leroymerlin.ru/product/svetilnik-nastennyy-bra-svetodiodnyy-inspire-oneux-800-lm-neytralnyy-belyy-svet-cvet-chernyy-84840914/"",""0"",""2620"""
"Balcony,""Lights"",""https://leroymerlin.ru/product/nastennyy-svetilnik-bagulnik-ks30073-1w-82603283/"",""0"",""550"""
"Corridor,""Walls"",""https://leroymerlin.ru/product/oboi-flizelinovye-ateliero-standart-bezhevye-106-m-at283502-85633654/"",""1"",""1258"""
"Corridor,""Walls"",""https://leroymerlin.ru/product/oboi-flizelinovye-monte-solaro-paint-serye-106-m-ms9164-24-86549305/"",""1"",""1807"""
"Corridor,""Walls"",""https://leroymerlin.ru/product/fotooboi-flizelinovye-bartonwall-400x270-sm-cvety-oduvanchiki-f00904-c-90730015/"",""1"",""5980"""
"Corridor,""Walls"",""https://leroymerlin.ru/product/oboi-bumazhnye-korichnevye-053-m-17983841/"",""1"",""146"""
"Corridor,""Walls"",""https://leroymerlin.ru/product/fotooboi-flizelinovye-bartonwall-300x270-sm-soty-pod-derevo-m00903-90727517/"",""1"",""4485"""
"Corridor,""Ceiling"",""https://leroymerlin.ru/product/potolochnaya-panel-centurion-500x500x03mm-len-91173478/"",""1"",""20"""
"Corridor,""Ceiling"",""https://leroymerlin.ru/product/plitka-potolochnaya-besshovnaya-polistirol-belaya-format-geysha-50-x-50-sm-2-m-17095528/"",""1"",""174.8"""
"Corridor,""Ceiling"",""https://leroymerlin.ru/product/plitka-potolochnaya-ekstruzionnaya-polistirol-belaya-format-0102-50-x-50-sm-2-m-88404840/"",""1"",""120"""
"Corridor,""Ceiling"",""https://leroymerlin.ru/product/dekorativnaya-plita-dlya-potolka-postavshchikoff-p-15-90737438/"",""1"",""99"""
"Corridor,""Ceiling"",""https://leroymerlin.ru/product/dekorativnaya-plita-dlya-potolka-postavshchikoff-p-28-90737448/"",""1"",""109.9"""
"Corridor,""Floor"",""https://leroymerlin.ru/product/pvh-plitka-jazz-oscar-41-klass-21-mm-25-m-81947679/"",""1"",""346.6"""
"Corridor,""Floor"",""https://leroymerlin.ru/product/spc-plitka-acefloor-oreh-seryy-43-klass-tolshchina-6-mm-211-m-90603325/"",""1"",""1180"""
"Corridor,""Floor"",""https://leroymerlin.ru/product/massivnaya-doska-perla-15-mm-listvennica-rustik-uf-lak-2184-m-90345668/"",""1"",""4198.3"""
"Corridor,""Floor"",""https://leroymerlin.ru/product/massivnaya-doska-dominika-15-mm-listvennica-rustik-uf-lak-197-m-90323349/"",""1"",""4189.9"""
"Corridor,""Floor"",""https://leroymerlin.ru/product/spc-laminat-s-naturalnym-shponom-dub-madrid-home-expert-tolshchina-5-mm-s-faskoy-2-89348446/"",""1"",""1685.4"""
"Corridor,""Lights"",""https://leroymerlin.ru/product/svetilnik-nastennyy-bra-layma-467021902-2-lampy-60-vt-g9-220-88673948/"",""0"",""5828"""
"Corridor,""Lights"",""https://leroymerlin.ru/product/bra-eurosvet-sandra-60005-1-18818311/"",""0"",""3320"""
"Corridor,""Lights"",""https://leroymerlin.ru/product/nastennyy-svetilnik-svetodiodnyy-inspire-leria-teplyy-belyy-svet-cvet-chernyy-85249846/"",""0"",""2620"""
"Corridor,""Lights"",""https://leroymerlin.ru/product/svetilnik-nastennyy-bra-svetodiodnyy-inspire-oneux-800-lm-neytralnyy-belyy-svet-cvet-chernyy-84840914/"",""0"",""2620"""
"Corridor,""Lights"",""https://leroymerlin.ru/product/nastennyy-svetilnik-bagulnik-ks30073-1w-82603283/"",""0"",""550"""
